name,label,max_value 
04PFSLY6.jpg,10,0.984896
04U6QODM.jpg,10,0.982811
0528QLH9.jpg,5,0.970489
053KC4UA.jpg,100,0.957102
054PA3IW.jpg,10,0.954778
058HKEP4.jpg,100,0.941821
05BGKQ23.jpg,2,0.901401
05E9UYOH.jpg,0.1,0.982530
05FDNGR4.jpg,50,0.975649
05H3DFKX.jpg,50,0.972863
05LUC9BW.jpg,5,0.980731
05MBHA6U.jpg,0.5,0.974312
05T1WPVE.jpg,2,0.953987
05YNF4MQ.jpg,0.5,0.982935
05Z7NU6L.jpg,0.2,0.980125
062IKRUQ.jpg,2,0.957791
063HLQ2G.jpg,50,0.984333
069IDMKG.jpg,5,0.971978
069TKG8I.jpg,50,0.961876
06EOGI4T.jpg,50,0.971809
06ESXVLQ.jpg,5,0.978433
06F4LOWM.jpg,2,0.948044
06FS7I4T.jpg,5,0.979283
06GNWPGX.jpg,10,0.979733
06ICGZSR.jpg,0.5,0.963456
06LV5D2Q.jpg,1,0.971725
06LVCZXR.jpg,5,0.986357
06MCSK91.jpg,1,0.973830
06OG8UN9.jpg,50,0.984985
06PXKI3M.jpg,0.2,0.983270
06QTZGNF.jpg,0.2,0.962807
06R2K3VI.jpg,2,0.976306
06WMNC4L.jpg,50,0.988141
06XZED5Y.jpg,1,0.982970
06ZRXM71.jpg,0.2,0.979900
071UKSM5.jpg,0.2,0.956783
0725LIOT.jpg,0.1,0.981323
078EVCXN.jpg,10,0.982897
07I4H1BV.jpg,50,0.962521
07I4NCGS.jpg,5,0.957552
07K6E9V2.jpg,1,0.972894
07RK6EOL.jpg,2,0.975998
07SIG3RK.jpg,0.2,0.968046
07VG2GLK.jpg,1,0.978509
07X2H6NT.jpg,0.2,0.974610
07XWGVSL.jpg,100,0.931502
081L92RS.jpg,0.1,0.950695
084WI9FH.jpg,2,0.943817
089XIYFG.jpg,50,0.957323
08AKB9LR.jpg,2,0.976177
08AL5YMU.jpg,0.1,0.979822
08ED2QPH.jpg,2,0.967729
08G47B1Z.jpg,0.1,0.980612
08HZKDGI.jpg,0.5,0.959184
08KZYSE9.jpg,2,0.969908
08OWXBL7.jpg,0.1,0.981355
08OZX3T1.jpg,0.1,0.980832
08PY7ORA.jpg,1,0.976058
08VW5DLU.jpg,50,0.984999
08WNC2YG.jpg,0.2,0.975696
091IQPNZ.jpg,0.1,0.970587
092AMEQN.jpg,100,0.972609
092B37MS.jpg,100,0.965597
094126OU.jpg,2,0.981788
095G42HC.jpg,5,0.979221
096KGQZR.jpg,10,0.978621
097BAEPV.jpg,2,0.167807
09BAQM42.jpg,2,0.962934
09EPG5H2.jpg,0.5,0.973215
09G5BORK.jpg,2,0.978905
09H8UZA2.jpg,2,0.960436
09HG467V.jpg,0.5,0.967851
09IDKLPB.jpg,100,0.981055
09IQRDG6.jpg,5,0.981132
09IZV7GB.jpg,10,0.964130
09KOBM1Y.jpg,2,0.969469
09MSXT1N.jpg,0.1,0.978314
09PZO8XU.jpg,0.1,0.978240
09SBG1VL.jpg,50,0.963507
09TBUI23.jpg,0.5,0.962482
09W4VGS3.jpg,2,0.980280
09XRKTS8.jpg,0.5,0.962596
09XZBK7E.jpg,50,0.970339
0A2MIKHN.jpg,1,0.979435
0A47TH2D.jpg,1,0.969926
0ABM6TYU.jpg,0.5,0.979304
0ACZ8VMO.jpg,2,0.971059
0ADWIZ6P.jpg,10,0.976718
0AM5BS4V.jpg,2,0.966673
0ANWV2H3.jpg,10,0.981216
0API9EVT.jpg,1,0.974897
0APUVGG8.jpg,2,0.978572
0ATSOXRW.jpg,0.5,0.956761
0AVG18SH.jpg,50,0.976792
0AXLD231.jpg,50,0.960660
0AZIW9GE.jpg,0.2,0.975427
0B1OE58A.jpg,1,0.977824
0B6P9OA4.jpg,0.2,0.942006
0B7KAUV4.jpg,10,0.975990
0BAMQRDW.jpg,0.1,0.971943
0BEPTM9G.jpg,0.1,0.979316
0BKMEVX1.jpg,0.5,0.975327
0BMGQT5K.jpg,5,0.951665
0BNG8ULM.jpg,0.5,0.972911
0BSM3ZGU.jpg,0.5,0.979550
0BW4PEK2.jpg,0.1,0.978002
0BWKVR4E.jpg,0.2,0.975520
0BYUSGWZ.jpg,2,0.977463
0C1GM9V4.jpg,1,0.963358
0C1U4R5P.jpg,0.1,0.964472
0C1UPOVE.jpg,0.5,0.980430
0C2YDTLF.jpg,2,0.966519
0C4QYUNR.jpg,50,0.970052
0C4ZPYF8.jpg,5,0.970713
0C54GKN8.jpg,0.1,0.956183
0C59V732.jpg,1,0.987707
0CBDLGK4.jpg,0.1,0.965839
0CD3GVAH.jpg,1,0.975404
0CE12FT8.jpg,10,0.984976
0CHGT964.jpg,5,0.975613
0CI8FABO.jpg,100,0.966803
0CSMW67Q.jpg,0.2,0.986173
0CV647R3.jpg,2,0.970313
0CWZ87G2.jpg,2,0.962876
0CX312T7.jpg,0.5,0.985406
0CXW43TQ.jpg,2,0.975224
0D2ZEX8I.jpg,50,0.966539
0D3TQXC8.jpg,5,0.975392
0D3Y9SZH.jpg,50,0.967234
0D6CQPBW.jpg,10,0.967928
0DC2BF5V.jpg,100,0.974961
0DCZA4GG.jpg,1,0.977034
0DG8X6TP.jpg,0.2,0.969994
0DN2LS6G.jpg,1,0.968120
0DOVUA7B.jpg,50,0.986163
0DPSZGQ2.jpg,1,0.979506
0DQGC3ZO.jpg,0.5,0.932091
0DXK7H54.jpg,0.5,0.772628
0DY3L6QS.jpg,0.1,0.985486
0DZX6QR1.jpg,0.2,0.977939
0E4AFGPL.jpg,0.1,0.957938
0E4TL2GV.jpg,0.5,0.968681
0E8TRQIC.jpg,100,0.966087
0E8Z4ATI.jpg,100,0.970624
0E93IDG2.jpg,50,0.970016
0EBSWVA2.jpg,0.5,0.968936
0EC9QT27.jpg,100,0.962395
0EDQOSPG.jpg,5,0.974842
0EH13P6C.jpg,0.1,0.974678
0EKZTIAM.jpg,2,0.972779
0ELPDWKG.jpg,10,0.967590
0EMYC1GG.jpg,0.2,0.971648
0EOTZWYC.jpg,50,0.978337
0ERAPVUG.jpg,0.2,0.958118
0ESW5YTP.jpg,2,0.961397
0EVH7K6L.jpg,5,0.977907
0EYOIP4H.jpg,1,0.976708
0EYZ3SAW.jpg,5,0.947177
0F17DOB3.jpg,10,0.971192
0F3TQD4N.jpg,0.1,0.960146
0F5X2LPI.jpg,10,0.974438
0F78MC9X.jpg,0.5,0.834671
0F8USBZT.jpg,2,0.975917
0FA1ZPWB.jpg,0.1,0.978932
0FCXYG36.jpg,5,0.978198
0FERDI8W.jpg,50,0.964988
0FHK6GRW.jpg,100,0.974128
0FIZVA1D.jpg,0.1,0.945825
0FKCQ6U4.jpg,0.1,0.974712
0FMHGSR9.jpg,50,0.980762
0FNRSIKL.jpg,5,0.952338
0FO37NVD.jpg,10,0.985405
0FSLI31X.jpg,10,0.958015
0FT7N4Y1.jpg,0.1,0.964774
0FTGLWVH.jpg,0.2,0.978657
0FYNL1WO.jpg,5,0.979320
0FZO6QUS.jpg,0.1,0.962001
0G1UFI3Y.jpg,0.2,0.982206
0G23KEWR.jpg,0.2,0.987409
0G3VA9UN.jpg,50,0.983994
0G4U9W3P.jpg,100,0.971322
0G6AUCNL.jpg,5,0.962851
0G7LFZQ5.jpg,0.5,0.973328
0G873DUW.jpg,0.5,0.916605
0G8TBRAY.jpg,100,0.972996
0G9RDZNW.jpg,1,0.970842
0G9UH57Y.jpg,50,0.984567
0GA4P5VU.jpg,50,0.978933
0GACVYO8.jpg,1,0.983751
0GBGZL1I.jpg,0.2,0.978294
0GBU452F.jpg,10,0.969855
0GD5XVMC.jpg,100,0.975476
0GDINF1C.jpg,10,0.973816
0GDXM6B5.jpg,0.2,0.983096
0GE14X9A.jpg,2,0.981641
0GE7VUCP.jpg,10,0.982398
0GEV9Q45.jpg,1,0.987346
0GGS63CL.jpg,1,0.951735
0GH7RFVI.jpg,100,0.958522
0GI1AYH7.jpg,10,0.968726
0GKUFCQG.jpg,0.1,0.969492
0GLOU2M1.jpg,50,0.984088
0GNG1KM7.jpg,5,0.980398
0GQHW68V.jpg,50,0.973670
0GQUX7VM.jpg,1,0.965999
0GRUXOLI.jpg,0.1,0.964824
0GT5EXVO.jpg,1,0.970801
0GTLPICG.jpg,0.5,0.975736
0GU4GQKY.jpg,0.2,0.976183
0GXFNCAZ.jpg,50,0.968131
0GXSPM3Z.jpg,0.5,0.965579
0GZDGM7A.jpg,2,0.968757
0H5A6GUN.jpg,10,0.980526
0H5F8XUE.jpg,50,0.982891
0H6LDC2W.jpg,0.2,0.981894
0H7FLIB5.jpg,100,0.978544
0H7IP1XN.jpg,5,0.978503
0H7Q8IK9.jpg,1,0.955952
0H9PRYLW.jpg,0.5,0.984020
0HAYZEFD.jpg,2,0.984318
0HD3MXLI.jpg,10,0.963796
0HDKVT48.jpg,1,0.966565
0HFIEPZD.jpg,5,0.970987
0HGIGE7U.jpg,10,0.975875
0HKX6UI5.jpg,1,0.982916
0HLTKVCR.jpg,0.5,0.982781
0HPGQWLD.jpg,5,0.903306
0HQY2Z9M.jpg,0.5,0.975781
0HVZ5UE6.jpg,10,0.975719
0I4SA1RF.jpg,5,0.974087
0I5ZALNV.jpg,50,0.980183
0I6OGFED.jpg,0.1,0.963440
0I7W2SGR.jpg,5,0.959877
0IAFBU89.jpg,50,0.977972
0ICH457N.jpg,100,0.968412
0ICQMAPO.jpg,0.2,0.978506
0ICSLZNW.jpg,0.2,0.971024
0IDN9U5M.jpg,2,0.976747
0IEDPSU6.jpg,0.5,0.970495
0IG9BUNL.jpg,2,0.965837
0IGARB5L.jpg,10,0.970894
0IH1E39S.jpg,1,0.970090
0ILAG6VO.jpg,0.2,0.978504
0IMSF9ZC.jpg,100,0.976044
0INFU4P7.jpg,0.2,0.981305
0IP3NGEB.jpg,10,0.985289
0IQFGYXG.jpg,5,0.985865
0ISYKED4.jpg,0.2,0.969362
0IT7Y8MD.jpg,100,0.983501
0IV2UZBD.jpg,50,0.978553
0IXA8VER.jpg,1,0.983505
0K1B8WEQ.jpg,100,0.972614
0K1UEPLI.jpg,100,0.969151
0K51TSL9.jpg,2,0.951594
0K7PMIUZ.jpg,1,0.978071
0K8U5MTI.jpg,0.5,0.899069
0KAFCX5L.jpg,100,0.951854
0KAIC56Y.jpg,5,0.976713
0KBHNFTM.jpg,100,0.974682
0KC7TPE2.jpg,100,0.987113
0KFA34XR.jpg,100,0.978652
0KNQS7LW.jpg,10,0.972993
0KT95RO1.jpg,5,0.981033
0KVAP17N.jpg,50,0.979864
0KW6QFPA.jpg,0.5,0.984217
0KWVNG9F.jpg,0.1,0.971342
0KWXG3H8.jpg,1,0.972007
0KY1VR4B.jpg,2,0.982377
0KZ8F2DH.jpg,2,0.962988
0L4DSF5K.jpg,0.5,0.981235
0L6EKTUI.jpg,0.5,0.981393
0L6KMV9C.jpg,2,0.979216
0L89GFW7.jpg,1,0.973656
0L8NZ2YQ.jpg,10,0.973920
0L9DR7E4.jpg,5,0.969969
0LA6GW4T.jpg,10,0.965365
0LBMTAUR.jpg,0.2,0.975949
0LD8XB2G.jpg,5,0.933975
0LGB4QFV.jpg,1,0.977746
0LGM3WBD.jpg,5,0.952545
0LRWBXVT.jpg,1,0.975098
0LTI361D.jpg,0.5,0.960402
0LUKYVM8.jpg,2,0.961851
0LWZNGH1.jpg,50,0.970727
0LX7UEQD.jpg,5,0.979528
0M2H3U7L.jpg,5,0.968796
0M2XPZW1.jpg,10,0.930805
0M2Y9I8T.jpg,0.1,0.980052
0M3GYX5P.jpg,2,0.980504
0M3PZBIR.jpg,5,0.985939
0M751KCZ.jpg,100,0.975138
0M7C8EX4.jpg,10,0.981878
0M7TNILD.jpg,100,0.968350
0MA5CS8O.jpg,10,0.981090
0MB6VNAR.jpg,5,0.981863
0MBG3AHF.jpg,2,0.963215
0MBOR6QK.jpg,2,0.961996
0MCI2FX5.jpg,0.2,0.954941
0MD5B8CA.jpg,100,0.956826
0ME16973.jpg,0.1,0.977992
0MEG1RGL.jpg,0.1,0.972293
0MGYB8SQ.jpg,1,0.980437
0MHGDT3U.jpg,0.5,0.983910
0ML9ZCYW.jpg,2,0.958733
0MPS5DR3.jpg,0.1,0.969270
0MVXBQRK.jpg,1,0.959175
0MW8XOYB.jpg,1,0.952624
0MWXLO21.jpg,1,0.972006
0MWZN2T5.jpg,0.2,0.981165
0MY7V139.jpg,0.1,0.972042
0MZDB4NQ.jpg,50,0.981011
0N1G3HEM.jpg,1,0.982094
0N3GRL6S.jpg,10,0.959660
0N4TFXM2.jpg,0.5,0.969517
0N5BC1F6.jpg,10,0.973146
0N61H28B.jpg,0.2,0.970616
0N8RBHCQ.jpg,0.1,0.970675
0NDGVLPW.jpg,1,0.978337
0NKOY2XL.jpg,50,0.973577
0NLR9SK7.jpg,5,0.966368
0NLZ27MD.jpg,2,0.978173
0NO5IFZR.jpg,1,0.982014
0NO94AIF.jpg,50,0.981197
0NQA9FUG.jpg,100,0.967442
0NVOSTGL.jpg,10,0.973320
0NY5AIRG.jpg,10,0.949926
0NYP7WRH.jpg,1,0.966953
0NYV91GG.jpg,2,0.971638
0O59LRQH.jpg,100,0.971516
0OAGNRQ9.jpg,10,0.977138
0ODFNHL6.jpg,2,0.966310
0OE8SQGL.jpg,5,0.972242
0OFTDU1L.jpg,2,0.972917
0OFZ16GG.jpg,10,0.966992
0OHC9GL4.jpg,2,0.976316
0OIE653D.jpg,0.1,0.958282
0OIR4A5T.jpg,100,0.968709
0OM9I8GE.jpg,50,0.972139
0OP34LVB.jpg,0.5,0.977773
0OPILM8Z.jpg,0.2,0.983032
0OQNVG56.jpg,50,0.977464
0OQSG758.jpg,2,0.968663
0OX46M5H.jpg,0.1,0.978742
0OY64GKB.jpg,0.1,0.980582
0OYAGBZL.jpg,0.5,0.981613
0P1863F7.jpg,1,0.974096
0P21XEFS.jpg,1,0.961417
0P47BQGW.jpg,10,0.967458
0PFTNEQW.jpg,5,0.967615
0PG1M4OF.jpg,2,0.978879
0PIO2LW1.jpg,2,0.974213
0PM6QWRF.jpg,2,0.972048
0PN2CF5W.jpg,0.5,0.972133
0PNBYOR5.jpg,100,0.964974
0PVIUMSC.jpg,50,0.977401
0PXSMUBW.jpg,0.5,0.973673
0PY2T7CX.jpg,100,0.976144
0Q2R47HF.jpg,5,0.981223
0Q3DM4L1.jpg,0.5,0.979493
0Q46IGTF.jpg,0.1,0.952274
0Q9D1TBU.jpg,0.1,0.974398
0QEYKMTD.jpg,0.1,0.982553
0QFA8MPU.jpg,2,0.973166
0QGIGX8B.jpg,10,0.978540
0QHZOYI6.jpg,2,0.951812
0QITKEN4.jpg,5,0.963675
0QKHATGF.jpg,0.5,0.987525
0QLFVNIC.jpg,0.2,0.946248
0QLK67H9.jpg,0.5,0.978712
0QS39EIR.jpg,0.1,0.972040
0QSX6MPO.jpg,0.5,0.978665
0QU1PZ95.jpg,100,0.979394
0QWEL3SU.jpg,0.5,0.983683
0QWYXIBD.jpg,0.2,0.967476
0QYISMZ7.jpg,100,0.951159
0QYZKUVL.jpg,50,0.979992
0R18X79B.jpg,100,0.964639
0R5ENKAV.jpg,0.5,0.976799
0R68MKWH.jpg,1,0.964598
0R6C4GYF.jpg,50,0.979434
0R6GWLIH.jpg,0.1,0.973869
0R6VSW1U.jpg,100,0.968529
0R9FMZEO.jpg,50,0.965594
0RBY9QAO.jpg,2,0.899868
0RCMWFU8.jpg,1,0.974085
0RDA682Q.jpg,0.5,0.981044
0RI8FYNS.jpg,0.1,0.955132
0RMO3LNG.jpg,0.5,0.981896
0RO7Y9LD.jpg,0.2,0.964900
0RP9HZGB.jpg,100,0.959173
0RUT1I7M.jpg,10,0.951584
0RVKP21B.jpg,50,0.969297
0S2R639O.jpg,0.1,0.980816
0S46HONV.jpg,50,0.977848
0S5RQA9P.jpg,0.2,0.975626
0S783GDP.jpg,0.5,0.981204
0S83VDZP.jpg,0.1,0.967048
0S8PGUDR.jpg,10,0.978017
0SCEOTGN.jpg,2,0.973670
0SGYDKZR.jpg,0.5,0.975110
0SI7NGFA.jpg,5,0.978586
0SKG3TY1.jpg,2,0.974844
0SNGQM8F.jpg,0.1,0.968727
0SO782WA.jpg,0.5,0.977415
0SR49AWY.jpg,2,0.967325
0SUAGCR3.jpg,10,0.969523
0SWACLEZ.jpg,100,0.979254
0SYGK6VE.jpg,50,0.972072
0T1WYGG9.jpg,1,0.971839
0T5XV1KE.jpg,50,0.987612
0T967AGV.jpg,5,0.981816
0TAGEBZI.jpg,2,0.975517
0TC7PEM2.jpg,1,0.983387
0TCKGF76.jpg,50,0.970486
0TD3U869.jpg,0.2,0.954094
0TECMYZD.jpg,10,0.958226
0TEWFYA8.jpg,0.5,0.988936
0TMB7AYS.jpg,100,0.959796
0TQ7YZIB.jpg,2,0.961027
0TR58Q2W.jpg,0.5,0.976696
0TRQ9AKD.jpg,1,0.964228
0TS1HNF4.jpg,5,0.985073
0TX2Y18B.jpg,5,0.975498
0U3CQEWA.jpg,2,0.957537
0U68YBQL.jpg,10,0.970499
0U9AKCNZ.jpg,2,0.966581
0UBADLGO.jpg,1,0.976422
0UFH9OQ2.jpg,0.1,0.975738
0UGCTMS4.jpg,5,0.961477
0UGQAK45.jpg,0.1,0.966983
0UGVOTAQ.jpg,0.5,0.979919
0UI67X1N.jpg,100,0.967861
0UNGS3FI.jpg,10,0.962259
0UNT42RO.jpg,1,0.967626
0UO38GDI.jpg,10,0.969944
0UR9L18X.jpg,1,0.940761
0URLFNDG.jpg,0.2,0.987072
0URZ5BPS.jpg,0.1,0.969705
0UWT9GFB.jpg,50,0.967053
0UYPASHR.jpg,0.1,0.959880
0V12NQTC.jpg,0.1,0.979235
0V2PSNR6.jpg,0.1,0.976360
0V3MY7P8.jpg,50,0.978428
0V48QWO9.jpg,50,0.976506
0V5DGELX.jpg,100,0.978432
0V5I2GTH.jpg,100,0.971914
0V5RX49E.jpg,1,0.969465
0V85Q6MW.jpg,0.1,0.976377
0VHCFSBU.jpg,0.1,0.985041
0VKOL6N4.jpg,10,0.962237
0VMI6E2A.jpg,5,0.971767
0VNKTQ62.jpg,0.2,0.972156
0VQC7AHI.jpg,10,0.984156
0VQMOYK6.jpg,100,0.974815
0VSNMFPO.jpg,0.1,0.972198
0VTFHAR2.jpg,1,0.968288
0VY1QLUH.jpg,0.2,0.968891
0VZLF5G6.jpg,5,0.982049
0VZXREOH.jpg,5,0.973218
0W38QCUO.jpg,1,0.959028
0W3XSLUF.jpg,2,0.959293
0W7E4ZQ2.jpg,1,0.978016
0W86SONG.jpg,50,0.971668
0W87R3N9.jpg,100,0.970885
0WAMEPIO.jpg,50,0.977366
0WB4USR2.jpg,0.2,0.990527
0WB63GVL.jpg,0.5,0.975435
0WDP97SB.jpg,10,0.946224
0WELU5CG.jpg,2,0.975245
0WGDXB4I.jpg,2,0.976046
0WGELAZH.jpg,2,0.953021
0WIF7UVB.jpg,0.2,0.945700
0WIN61R4.jpg,0.5,0.985310
0WK6PCZT.jpg,0.5,0.979916
0WLVGBE9.jpg,1,0.966136
0WQPMFAG.jpg,0.2,0.974563
0WROI5KF.jpg,0.2,0.982133
0WRYVPO5.jpg,100,0.979631
0X1ESCW4.jpg,10,0.969253
0X3VAWCL.jpg,2,0.961371
0X4KS2VF.jpg,0.1,0.981885
0X5TRCSI.jpg,0.1,0.970937
0X7ZNH4T.jpg,1,0.950844
0X94516G.jpg,0.5,0.977254
0XCOGZ5E.jpg,100,0.974983
0XDE56M8.jpg,1,0.964949
0XIF4DUT.jpg,50,0.983422
0XIGBE82.jpg,2,0.967153
0XPGLAIU.jpg,2,0.913998
0XQHF31T.jpg,50,0.977970
0XQZKVT6.jpg,50,0.977530
0Y1GD8VF.jpg,1,0.979220
0Y4Q3LPS.jpg,0.1,0.978267
0Y57D6B8.jpg,100,0.975830
0Y7OMIA1.jpg,0.2,0.989396
0YEG2HZS.jpg,50,0.978943
0YEH8KL6.jpg,50,0.977976
0YHRD3T1.jpg,10,0.972419
0YIBWFL6.jpg,2,0.971682
0YK7GMDF.jpg,0.5,0.956778
0YM8KA7T.jpg,0.1,0.983996
0YS4XWLG.jpg,50,0.977201
0YS9GI75.jpg,0.1,0.978373
0YUHFLGA.jpg,0.5,0.982920
0Z28O956.jpg,0.2,0.986927
0Z5DH8YN.jpg,0.1,0.973930
0Z9GI56U.jpg,1,0.979188
0ZDGWAG5.jpg,0.5,0.909564
0ZG9V7MA.jpg,1,0.958174
0ZGDXGY1.jpg,5,0.965907
0ZRW267A.jpg,0.5,0.980401
0ZSNUG7F.jpg,50,0.973896
0ZT9C5GM.jpg,1,0.954340
0ZXMBLAH.jpg,0.1,0.947548
103QEGHL.jpg,0.5,0.976834
103QVXOP.jpg,50,0.978195
108OHIY2.jpg,1,0.964994
108RCG2Y.jpg,10,0.973552
10AE8CHF.jpg,0.2,0.978056
10B4LTH6.jpg,10,0.973928
10CXL28H.jpg,0.5,0.983190
10D8H69P.jpg,100,0.981512
10EDYPHM.jpg,100,0.940742
10FD5KG8.jpg,5,0.983356
10GK2A7Y.jpg,0.5,0.977159
10GOFGB8.jpg,0.5,0.962051
10H3QG6R.jpg,50,0.985943
10K87N9W.jpg,1,0.976735
10KZMF8O.jpg,0.5,0.968964
10LGQ42Y.jpg,2,0.979767
10OPW8CQ.jpg,0.1,0.973320
10VRTLG5.jpg,5,0.970645
10W24UKY.jpg,50,0.983837
126H4DTA.jpg,50,0.977059
126QEXRO.jpg,0.1,0.974577
126S5H8K.jpg,5,0.981185
127STRP4.jpg,100,0.977094
129B5VZF.jpg,0.1,0.966817
12ACDXB5.jpg,5,0.985722
12E4ZYIW.jpg,50,0.984979
12F7XQMZ.jpg,10,0.961122
12GPQSCE.jpg,2,0.915546
12HD3W7G.jpg,0.2,0.965450
12NKBES9.jpg,5,0.975494
12OGA4ZS.jpg,0.2,0.982606
12P5OSXA.jpg,100,0.968306
12PZOD98.jpg,2,0.963770
12V5ZNOP.jpg,2,0.951626
12YV6PIU.jpg,0.1,0.980929
132GQLCR.jpg,0.1,0.982348
135REIWQ.jpg,1,0.976290
138GNOUI.jpg,0.2,0.984291
1396MHTA.jpg,0.5,0.985208
139G28WZ.jpg,0.5,0.974583
139LPUVG.jpg,0.1,0.959379
139V4PGH.jpg,10,0.957770
13BCAVUT.jpg,0.5,0.986912
13GWXKDF.jpg,1,0.973650
13HY6ZVL.jpg,5,0.975140
13KPG7CH.jpg,2,0.972242
13KZMLAT.jpg,50,0.972671
13ME9ZGF.jpg,5,0.978109
13NB47GE.jpg,0.2,0.981422
13O2G5GP.jpg,0.1,0.968993
13QBCUSN.jpg,0.5,0.977890
13TMN5SH.jpg,5,0.977599
13WIZ5B6.jpg,2,0.961961
13ZUYNRV.jpg,0.1,0.980972
140VTRDN.jpg,1,0.983754
142AYSW8.jpg,50,0.977032
145DLNUX.jpg,2,0.976363
148KLEW0.jpg,0.5,0.925116
148ZTFQ5.jpg,0.5,0.757450
14AOEH2U.jpg,2,0.966869
14C69QGM.jpg,0.1,0.976436
14GYTIE5.jpg,2,0.969409
14I9GR5Z.jpg,10,0.952165
14UZ2TFC.jpg,50,0.975127
14XYGD75.jpg,0.2,0.990100
157EI3HL.jpg,0.2,0.983370
15DF32QC.jpg,50,0.960696
15H67X3V.jpg,0.1,0.981484
15M8NIZQ.jpg,10,0.977075
15NGAF04.jpg,0.1,0.973549
15T47EF8.jpg,50,0.973320
15Z8FOS4.jpg,5,0.985388
15ZOG43K.jpg,2,0.954403
160PAL3E.jpg,5,0.981733
160Q72XK.jpg,0.1,0.984148
1628HNQT.jpg,0.2,0.950627
168GKBUG.jpg,0.1,0.973794
16987PZE.jpg,100,0.970105
16GRVH7T.jpg,0.2,0.965696
16LG3DKG.jpg,0.2,0.980248
16LVH2KR.jpg,100,0.971147
16O28DFM.jpg,0.2,0.978870
16R0Q9W7.jpg,10,0.950041
16VZU03E.jpg,0.2,0.949137
16Y5W4QO.jpg,10,0.979507
172OBAV5.jpg,0.5,0.970830
1740ZN2O.jpg,0.1,0.982237
174K6VGG.jpg,0.2,0.972156
17BXIGP9.jpg,1,0.979287
17FK0GYA.jpg,0.5,0.964098
17FQREGS.jpg,100,0.985128
17L3D9XB.jpg,5,0.978318
17N0GV2Z.jpg,10,0.986006
17RUC6XL.jpg,2,0.985489
17TCXZ6V.jpg,50,0.977213
17TDGGMK.jpg,1,0.965847
17XO4T8G.jpg,100,0.966341
17YTR4ED.jpg,100,0.976818
180LE6G5.jpg,100,0.964203
187FKZW9.jpg,0.1,0.966204
1895NGQE.jpg,0.5,0.964907
189OLIN4.jpg,0.2,0.950790
18BHV6MF.jpg,10,0.969509
18DIWUZY.jpg,0.5,0.987988
18FH5EGN.jpg,50,0.973701
18FQAN5E.jpg,50,0.978598
18G573WL.jpg,10,0.971897
18HBEOPT.jpg,1,0.973328
18IXVFB2.jpg,100,0.963201
18NE9G7H.jpg,0.5,0.980654
18P20BCK.jpg,2,0.968604
18RCO4ED.jpg,0.1,0.983166
18RU30HE.jpg,0.1,0.984663
18TEIHUA.jpg,100,0.963490
18VIDHGG.jpg,0.1,0.944608
18XBNIVG.jpg,1,0.955860
18YL9R4E.jpg,10,0.985988
18YWC69P.jpg,5,0.978978
190US32N.jpg,10,0.966029
1924C5UL.jpg,5,0.984355
1958EVIM.jpg,10,0.951618
195GPGYQ.jpg,2,0.968376
197B5KUN.jpg,0.1,0.981480
19A5ZGQD.jpg,50,0.971851
19EVGYBR.jpg,1,0.978527
19GODY7Z.jpg,100,0.972491
19GTZESP.jpg,0.1,0.971834
19H2GBGK.jpg,0.5,0.975987
19I3CP4G.jpg,0.5,0.973678
19IVB83U.jpg,0.1,0.975547
